Date,FIPS,MMWR_week,Recip_County,Recip_State,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_5to17,Series_Complete_5to17Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Booster_Doses,Booster_Doses_Vax_Pct,Booster_Doses_5Plus,Booster_Doses_5Plus_Vax_Pct,Booster_Doses_12Plus,Booster_Doses_12Plus_Vax_Pct,Booster_Doses_18Plus,Booster_Doses_18Plus_Vax_Pct,Booster_Doses_50Plus,Booster_Doses_50Plus_Vax_Pct,Booster_Doses_65Plus,Booster_Doses_65Plus_Vax_Pct,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_5PlusPop_Pct_SVI,Series_Complete_5to17Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_5PlusPop_Pct_UR_Equity,Series_Complete_5to17Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,Booster_Doses_Vax_Pct_SVI,Booster_Doses_12PlusVax_Pct_SVI,Booster_Doses_18PlusVax_Pct_SVI,Booster_Doses_65PlusVax_Pct_SVI,Booster_Doses_Vax_Pct_UR_Equity,Booster_Doses_12PlusVax_Pct_UR_Equity,Booster_Doses_18PlusVax_Pct_UR_Equity,Booster_Doses_65PlusVax_Pct_UR_Equity,Census2019,Census2019_5PlusPop,Census2019_5to17Pop,Census2019_12PlusPop,Census2019_18PlusPop,Census2019_65PlusPop
02/08/2021,47037,6,Davidson County,TN,98.4,"59,211",8.5,,,"59,209",10,"59,197",10.7,"22,958",26.4,"29,955",4.3,,,,,"29,955",5,"29,950",5.4,"5,808",6.7,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
02/07/2021,47037,6,Davidson County,TN,98.4,"58,593",8.4,,,"58,591",9.9,"58,579",10.6,"22,518",25.9,"29,322",4.2,,,,,"29,322",4.9,"29,317",5.3,"5,233",6,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
02/06/2021,47037,5,Davidson County,TN,98.4,"57,297",8.3,,,"57,295",9.6,"57,283",10.4,"21,544",24.8,"28,263",4.1,,,,,"28,263",4.8,"28,258",5.1,"4,459",5.1,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
02/05/2021,47037,5,Davidson County,TN,98.3,"55,086",7.9,,,"55,085",9.3,"55,073",10,"20,385",23.4,"26,474",3.8,,,,,"26,474",4.5,"26,471",4.8,"3,829",4.4,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
02/04/2021,47037,5,Davidson County,TN,98.3,"53,187",7.7,,,"53,186",9,"53,174",9.6,"19,348",22.2,"25,422",3.7,,,,,"25,422",4.3,"25,419",4.6,"3,594",4.1,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
02/03/2021,47037,5,Davidson County,TN,98.2,"49,869",7.2,,,"49,868",8.4,"49,857",9,"17,289",19.9,"24,006",3.5,,,,,"24,006",4,"24,003",4.4,"3,148",3.6,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
02/02/2021,47037,5,Davidson County,TN,98.2,"49,835",7.2,,,"49,834",8.4,"49,823",9,"17,278",19.9,"23,962",3.5,,,,,"23,962",4,"23,959",4.3,"3,145",3.6,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
02/01/2021,47037,5,Davidson County,TN,98.2,"48,813",7,,,"48,812",8.2,"48,802",8.9,"16,785",19.3,"22,984",3.3,,,,,"22,984",3.9,"22,981",4.2,"2,806",3.2,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
01/31/2021,47037,5,Davidson County,TN,98.2,"47,498",6.8,,,"47,497",8,"47,487",8.6,"15,795",18.2,"22,390",3.2,,,,,"22,390",3.8,"22,387",4.1,"2,591",3,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
01/30/2021,47037,4,Davidson County,TN,98.2,"45,876",6.6,,,"45,875",7.7,"45,866",8.3,"14,617",16.8,"21,582",3.1,,,,,"21,582",3.6,"21,579",3.9,"2,238",2.6,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
01/29/2021,47037,4,Davidson County,TN,98.1,"44,121",6.4,,,"44,120",7.4,"44,111",8,"13,641",15.7,"20,077",2.9,,,,,"20,077",3.4,"20,074",3.6,"2,039",2.3,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
01/28/2021,47037,4,Davidson County,TN,98,"42,373",6.1,,,"42,372",7.1,"42,363",7.7,"12,574",14.4,"19,090",2.8,,,,,"19,090",3.2,"19,087",3.5,"1,857",2.1,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
01/27/2021,47037,4,Davidson County,TN,97.9,"40,951",5.9,,,"40,950",6.9,"40,941",7.4,"11,580",13.3,"18,192",2.6,,,,,"18,192",3.1,"18,189",3.3,"1,696",1.9,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
01/26/2021,47037,4,Davidson County,TN,97.8,"39,851",5.7,,,"39,850",6.7,"39,841",7.2,"10,883",12.5,"17,311",2.5,,,,,"17,311",2.9,"17,308",3.1,"1,562",1.8,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
01/25/2021,47037,4,Davidson County,TN,97.7,"39,046",5.6,,,"39,045",6.6,"39,036",7.1,"10,425",12,"16,204",2.3,,,,,"16,204",2.7,"16,203",2.9,"1,421",1.6,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
01/24/2021,47037,4,Davidson County,TN,97.7,"38,163",5.5,,,"38,162",6.4,"38,154",6.9,"9,704",11.2,"15,606",2.2,,,,,"15,606",2.6,"15,605",2.8,"1,371",1.6,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
01/23/2021,47037,3,Davidson County,TN,97.7,"36,826",5.3,,,"36,825",6.2,"36,817",6.7,"8,740",10,"15,456",2.2,,,,,"15,456",2.6,"15,455",2.8,"1,341",1.5,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
01/22/2021,47037,3,Davidson County,TN,97.6,"35,737",5.1,,,"35,736",6,"35,731",6.5,"8,056",9.3,"14,015",2,,,,,"14,015",2.4,"14,015",2.5,"1,213",1.4,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
01/21/2021,47037,3,Davidson County,TN,97.6,"34,811",5,,,"34,810",5.9,"34,805",6.3,"7,540",8.7,"12,889",1.9,,,,,"12,889",2.2,"12,889",2.3,"1,052",1.2,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
01/20/2021,47037,3,Davidson County,TN,97.5,"33,997",4.9,,,"33,996",5.7,"33,991",6.2,"7,139",8.2,"11,228",1.6,,,,,"11,228",1.9,"11,228",2,825,0.9,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
01/19/2021,47037,3,Davidson County,TN,97.5,"32,802",4.7,,,"32,802",5.5,"32,797",6,"6,562",7.5,"9,480",1.4,,,,,"9,480",1.6,"9,480",1.7,712,0.8,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
01/18/2021,47037,3,Davidson County,TN,97.6,"32,797",4.7,,,"32,797",5.5,"32,792",6,"6,561",7.5,"9,479",1.4,,,,,"9,479",1.6,"9,479",1.7,712,0.8,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
01/17/2021,47037,3,Davidson County,TN,97.5,"32,115",4.6,,,"32,115",5.4,"32,110",5.8,"5,959",6.8,"8,938",1.3,,,,,"8,938",1.5,"8,938",1.6,672,0.8,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
01/16/2021,47037,2,Davidson County,TN,97.6,"30,864",4.4,,,"30,864",5.2,"30,860",5.6,"5,079",5.8,"8,305",1.2,,,,,"8,305",1.4,"8,305",1.5,612,0.7,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
01/15/2021,47037,2,Davidson County,TN,97.5,"28,125",4.1,,,"28,125",4.7,"28,122",5.1,"4,024",4.6,"6,911",1,,,,,"6,911",1.2,"6,911",1.3,508,0.6,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
01/14/2021,47037,2,Davidson County,TN,97.5,"28,115",4.1,,,"28,115",4.7,"28,112",5.1,"4,020",4.6,"6,906",1,,,,,"6,906",1.2,"6,906",1.3,507,0.6,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
01/13/2021,47037,2,Davidson County,TN,97.3,"25,813",3.7,,,"25,813",4.3,"25,810",4.7,"3,636",4.2,"5,414",0.8,,,,,"5,414",0.9,"5,414",1,411,0.5,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
01/12/2021,47037,2,Davidson County,TN,97.3,"24,702",3.6,,,"24,702",4.2,"24,699",4.5,"3,418",3.9,"4,200",0.6,,,,,"4,200",0.7,"4,200",0.8,331,0.4,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
01/11/2021,47037,2,Davidson County,TN,97.6,"24,634",3.5,,,"24,634",4.1,"24,631",4.5,"3,369",3.9,"4,198",0.6,,,,,"4,198",0.7,"4,198",0.8,331,0.4,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
01/10/2021,47037,2,Davidson County,TN,97.4,"23,881",3.4,,,"23,881",4,"23,878",4.3,"2,853",3.3,"3,425",0.5,,,,,"3,425",0.6,"3,425",0.6,254,0.3,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
01/09/2021,47037,1,Davidson County,TN,97.4,"23,111",3.3,,,"23,111",3.9,"23,108",4.2,"2,350",2.7,"2,108",0.3,,,,,"2,108",0.4,"2,108",0.4,164,0.2,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
01/08/2021,47037,1,Davidson County,TN,95.7,"20,834",3,,,"20,834",3.5,"20,831",3.8,"1,952",2.2,872,0.1,,,,,872,0.1,872,0.2,78,0.1,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
01/07/2021,47037,1,Davidson County,TN,96.8,"20,770",3,,,"20,770",3.5,"20,767",3.8,"1,918",2.2,868,0.1,,,,,868,0.1,868,0.2,77,0.1,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,"694,144",,,"593,793","551,071",
01/06/2021,47037,1,Davidson County,TN,98.8,"18,698",2.7,,,"18,698",3.1,"18,695",3.4,"1,471",1.7,308,0,,,,,308,0.1,308,0.1,28,0,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,,,,1,1,,,,,,,,,,"694,144",,,"593,793","551,071",
01/05/2021,47037,1,Davidson County,TN,98.8,"18,634",2.7,,,"18,634",3.1,"18,631",3.4,"1,446",1.7,306,0,,,,,306,0.1,306,0.1,27,0,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,,,,1,1,,,,,,,,,,"694,144",,,"593,793","551,071",
01/04/2021,47037,1,Davidson County,TN,98.8,"17,287",2.5,,,"17,287",2.9,"17,286",3.1,"1,250",1.4,296,0,,,,,296,0,296,0.1,24,0,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,,,,,1,,,,,,,,,,"694,144",,,"593,793","551,071",
01/03/2021,47037,1,Davidson County,TN,98.8,"16,692",2.4,,,"16,692",2.8,"16,691",3,"1,212",1.4,296,0,,,,,296,0,296,0.1,24,0,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,,,,,1,,,,,,,,,,"694,144",,,"593,793","551,071",
01/02/2021,47037,53,Davidson County,TN,98.6,"16,010",2.3,,,"16,010",2.7,"16,010",2.9,"1,100",1.3,295,0,,,,,295,0,295,0.1,24,0,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,,,,,1,,,,,,,,,,"694,144",,,"593,793","551,071",
01/01/2021,47037,53,Davidson County,TN,98.6,"15,090",2.2,,,"15,090",2.5,"15,090",2.7,"1,029",1.2,294,0,,,,,294,0,294,0.1,24,0,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,,,,,1,,,,,,,,,,"694,144",,,"593,793","551,071",
12/31/2020,47037,53,Davidson County,TN,98.6,"13,706",2,,,"13,706",2.3,"13,706",2.5,901,1,284,0,,,,,284,0,284,0.1,23,0,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,,,,,1,,,,,,,,,,"694,144",,,"593,793","551,071",
12/30/2020,47037,53,Davidson County,TN,98.6,"11,799",1.7,,,"11,799",2,"11,799",2.1,740,0.9,272,0,,,,,272,0,272,0,23,0,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,,,,,,,,,,,,,,,"694,144",,,"593,793","551,071",
12/29/2020,47037,53,Davidson County,TN,0,0,0,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,C,,,,,,,Metro,,,,,,,,,,,,,,,"694,144",,,"593,793","551,071",
12/28/2020,47037,53,Davidson County,TN,0,0,0,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,C,,,,,,,Metro,,,,,,,,,,,,,,,"694,144",,,"593,793","551,071",
12/27/2020,47037,53,Davidson County,TN,0,0,0,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,C,,,,,,,Metro,,,,,,,,,,,,,,,"694,144",,,"593,793","551,071",
12/26/2020,47037,52,Davidson County,TN,0,0,0,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,C,,,,,,,Metro,,,,,,,,,,,,,,,"694,144",,,"593,793","551,071",
12/25/2020,47037,52,Davidson County,TN,0,0,0,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,C,,,,,,,Metro,,,,,,,,,,,,,,,"694,144",,,"593,793","551,071",
12/24/2020,47037,52,Davidson County,TN,0,0,0,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,C,,,,,,,Metro,,,,,,,,,,,,,,,"694,144",,,"593,793","551,071",
12/23/2020,47037,52,Davidson County,TN,0,0,0,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,C,,,,,,,Metro,,,,,,,,,,,,,,,"694,144",,,"593,793","551,071",
12/22/2020,47037,52,Davidson County,TN,0,0,0,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,C,,,,,,,Metro,,,,,,,,,,,,,,,"694,144",,,"593,793","551,071",
12/21/2020,47037,52,Davidson County,TN,0,0,0,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,C,,,,,,,Metro,,,,,,,,,,,,,,,"694,144",,,"593,793","551,071",
12/20/2020,47037,52,Davidson County,TN,0,0,0,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,C,,,,,,,Metro,,,,,,,,,,,,,,,"694,144",,,"593,793","551,071",
12/19/2020,47037,51,Davidson County,TN,0,0,0,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,C,,,,,,,Metro,,,,,,,,,,,,,,,"694,144",,,"593,793","551,071",
12/18/2020,47037,51,Davidson County,TN,0,0,0,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,C,,,,,,,Metro,,,,,,,,,,,,,,,"694,144",,,"593,793","551,071",
12/17/2020,47037,51,Davidson County,TN,0,0,0,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,C,,,,,,,Metro,,,,,,,,,,,,,,,"694,144",,,"593,793","551,071",
12/16/2020,47037,51,Davidson County,TN,0,0,0,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,C,,,,,,,Metro,,,,,,,,,,,,,,,"694,144",,,"593,793","551,071",
12/15/2020,47037,51,Davidson County,TN,0,0,0,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,C,,,,,,,Metro,,,,,,,,,,,,,,,"694,144",,,"593,793","551,071",
12/14/2020,47037,51,Davidson County,TN,0,0,0,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,C,,,,,,,Metro,,,,,,,,,,,,,,,"694,144",,,"593,793","551,071",
12/13/2020,47037,51,Davidson County,TN,0,0,0,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,C,,,,,,,Metro,,,,,,,,,,,,,,,"694,144",,,"593,793","551,071",
