Date,FIPS,MMWR_week,Recip_County,Recip_State,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_5to17,Series_Complete_5to17Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Booster_Doses,Booster_Doses_Vax_Pct,Booster_Doses_5Plus,Booster_Doses_5Plus_Vax_Pct,Booster_Doses_12Plus,Booster_Doses_12Plus_Vax_Pct,Booster_Doses_18Plus,Booster_Doses_18Plus_Vax_Pct,Booster_Doses_50Plus,Booster_Doses_50Plus_Vax_Pct,Booster_Doses_65Plus,Booster_Doses_65Plus_Vax_Pct,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_5PlusPop_Pct_SVI,Series_Complete_5to17Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_5PlusPop_Pct_UR_Equity,Series_Complete_5to17Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,Booster_Doses_Vax_Pct_SVI,Booster_Doses_12PlusVax_Pct_SVI,Booster_Doses_18PlusVax_Pct_SVI,Booster_Doses_65PlusVax_Pct_SVI,Booster_Doses_Vax_Pct_UR_Equity,Booster_Doses_12PlusVax_Pct_UR_Equity,Booster_Doses_18PlusVax_Pct_UR_Equity,Booster_Doses_65PlusVax_Pct_UR_Equity,Census2019,Census2019_5PlusPop,Census2019_5to17Pop,Census2019_12PlusPop,Census2019_18PlusPop,Census2019_65PlusPop
11/30/2022,47037,48,Davidson County,TN,97.8,"534,140",76.9,"528,666",81.6,"508,025",85.6,"477,755",86.7,"85,796",95,"470,074",67.7,"467,493",72.1,"43,773",45.1,"449,964",75.8,"423,720",76.9,"79,918",91.8,"238,123",50.7,"237,975",50.9,"234,002",52,"225,712",53.3,"119,521",68.2,"62,098",77.7,62282,52.1,38265,61.6,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,12,12,12,11,4,4,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
11/23/2022,47037,47,Davidson County,TN,97.8,"533,807",76.9,"528,405",81.5,"507,786",85.5,"477,528",86.7,"85,776",95,"469,787",67.7,"467,270",72.1,"43,720",45,"449,777",75.7,"423,550",76.9,"79,897",91.8,"237,713",50.6,"237,568",50.8,"233,688",52,"225,453",53.2,"119,392",68.1,"62,032",77.6,61728,51.7,38011,61.3,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,12,12,12,11,4,4,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
11/16/2022,47037,46,Davidson County,TN,97.8,"533,295",76.8,"527,994",81.5,"507,421",85.5,"477,193",86.6,"85,720",95,"469,400",67.6,"466,956",72,"43,661",45,"449,502",75.7,"423,295",76.8,"79,848",91.8,"237,002",50.5,"236,859",50.7,"233,111",51.9,"224,939",53.1,"119,144",68,"61,925",77.6,60622,50.9,37436,60.5,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,12,12,12,11,4,4,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
11/09/2022,47037,45,Davidson County,TN,97.7,"532,531",76.7,"527,437",81.4,"506,953",85.4,"476,757",86.5,"85,661",95,"468,788",67.5,"466,511",72,"43,548",44.9,"449,136",75.6,"422,963",76.8,"79,787",91.7,"236,024",50.3,"235,883",50.6,"232,364",51.7,"224,333",53,"118,862",67.9,"61,786",77.4,59197,49.8,36704,59.4,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,12,12,12,11,4,4,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
11/02/2022,47037,44,Davidson County,TN,97.7,"531,718",76.6,"526,776",81.3,"506,381",85.3,"476,219",86.4,"85,586",95,"468,147",67.4,"465,992",71.9,"43,430",44.7,"448,693",75.6,"422,562",76.7,"79,742",91.6,"235,065",50.2,"234,926",50.4,"231,570",51.6,"223,650",52.9,"118,504",67.8,"61,606",77.3,57578,48.6,35892,58.3,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,12,12,12,11,4,4,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
10/26/2022,47037,43,Davidson County,TN,97.7,"530,923",76.5,"526,083",81.2,"505,744",85.2,"475,610",86.3,"85,489",95,"467,501",67.3,"465,433",71.8,"43,356",44.7,"448,177",75.5,"422,077",76.6,"79,654",91.5,"234,067",50.1,"233,932",50.3,"230,711",51.5,"222,888",52.8,"118,081",67.6,"61,389",77.1,55346,46.9,34677,56.5,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,12,12,12,11,4,4,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
10/19/2022,47037,42,Davidson County,TN,97.7,"530,293",76.4,"525,555",81.1,"505,269",85.1,"475,154",86.2,"85,413",95,"466,959",67.3,"465,007",71.7,"43,281",44.6,"447,800",75.4,"421,726",76.5,"79,574",91.4,"233,266",50,"233,137",50.1,"230,012",51.4,"222,277",52.7,"117,762",67.5,"61,230",76.9,53499,45.4,33606,54.9,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,12,12,12,11,4,4,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
10/12/2022,47037,41,Davidson County,TN,97.7,"529,469",76.3,"524,903",81,"504,690",85,"474,604",86.1,"85,306",95,"466,361",67.2,"464,523",71.7,"43,212",44.5,"447,356",75.3,"421,311",76.5,"79,487",91.3,"232,407",49.8,"232,290",50,"229,233",51.2,"221,589",52.6,"117,368",67.3,"61,028",76.8,51309,43.7,32388,53.1,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,12,12,11,3,4,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
10/05/2022,47037,40,Davidson County,TN,97.7,"528,760",76.2,"524,363",80.9,"504,213",84.9,"474,151",86,"85,224",95,"465,768",67.1,"464,066",71.6,"43,135",44.4,"446,945",75.3,"420,931",76.4,"79,399",91.2,"231,518",49.7,"231,409",49.9,"228,417",51.1,"220,891",52.5,"116,994",67.2,"60,843",76.6,49377,42.2,31265,51.4,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,12,12,11,3,4,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
09/28/2022,47037,39,Davidson County,TN,97.7,"528,070",76.1,"523,838",80.8,"503,761",84.8,"473,732",86,"85,144",95,"464,960",67,"463,397",71.5,"43,054",44.4,"446,328",75.2,"420,343",76.3,"79,317",91.1,"230,594",49.6,"230,508",49.7,"227,600",51,"220,162",52.4,"116,634",67,"60,641",76.5,47697,40.9,30294,50,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,12,12,11,3,4,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
09/21/2022,47037,38,Davidson County,TN,97.8,"527,309",76,"523,246",80.7,"503,229",84.7,"473,238",85.9,"85,076",95,"464,350",66.9,"462,894",71.4,"42,968",44.3,"445,876",75.1,"419,926",76.2,"79,235",91.1,"229,749",49.5,"229,691",49.6,"226,888",50.9,"219,535",52.3,"116,311",66.9,"60,472",76.3,46132,39.7,29391,48.6,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,12,12,11,3,4,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
09/14/2022,47037,37,Davidson County,TN,97.8,"526,408",75.8,"522,558",80.6,"502,626",84.6,"472,675",85.8,"84,992",95,"463,590",66.8,"462,269",71.3,"42,854",44.2,"445,327",75,"419,415",76.1,"79,153",91,"228,925",49.4,"228,895",49.5,"226,175",50.8,"218,899",52.2,"116,026",66.8,"60,320",76.2,44710,38.5,28600,47.4,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,12,12,11,3,4,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
09/07/2022,47037,36,Davidson County,TN,97.8,"525,694",75.7,"522,043",80.5,"502,187",84.6,"472,291",85.7,"84,947",95,"462,875",66.7,"461,800",71.3,"42,721",44,"444,941",74.9,"419,079",76,"79,108",90.9,"228,343",49.3,"228,331",49.4,"225,682",50.7,"218,459",52.1,"115,819",66.7,"60,233",76.1,43977,38,28221,46.9,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,12,12,11,3,4,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
08/31/2022,47037,35,Davidson County,TN,97.8,"525,347",75.7,"521,824",80.5,"502,023",84.5,"472,150",85.7,"84,939",95,"462,626",66.6,"461,600",71.2,"42,649",43.9,"444,792",74.9,"418,951",76,"79,094",90.9,"228,114",49.3,"228,102",49.4,"225,511",50.7,"218,323",52.1,"115,770",66.7,"60,216",76.1,43797,37.8,28111,46.7,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,12,12,11,3,4,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
08/24/2022,47037,34,Davidson County,TN,97.8,"524,765",75.6,"521,445",80.5,"501,722",84.5,"471,895",85.6,"84,915",95,"462,190",66.6,"461,247",71.2,"42,488",43.8,"444,547",74.9,"418,759",76,"79,069",90.9,"227,695",49.3,"227,683",49.4,"225,174",50.7,"218,057",52.1,"115,662",66.7,"60,166",76.1,43370,37.5,27890,46.4,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,12,12,11,3,4,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
08/17/2022,47037,33,Davidson County,TN,97.8,"523,494",75.4,"520,994",80.4,"501,378",84.4,"471,628",85.6,"84,877",95,"461,281",66.5,"460,820",71.1,"42,288",43.6,"444,264",74.8,"418,532",75.9,"79,038",90.8,"227,079",49.2,"227,069",49.3,"224,734",50.6,"217,720",52,"115,503",66.6,"60,101",76,42856,37.1,27594,45.9,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,12,12,11,3,4,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
08/10/2022,47037,32,Davidson County,TN,97.8,"522,869",75.3,"520,554",80.3,"501,036",84.4,"471,356",85.5,"84,833",95,"460,898",66.4,"460,480",71,"42,143",43.4,"444,008",74.8,"418,337",75.9,"79,007",90.8,"226,573",49.2,"226,563",49.2,"224,317",50.5,"217,381",52,"115,359",66.5,"60,036",76,42215,36.6,27213,45.3,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,12,12,11,3,4,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
08/03/2022,47037,31,Davidson County,TN,97.8,"522,018",75.2,"519,991",80.2,"500,644",84.3,"471,050",85.5,"84,795",95,"460,043",66.3,"459,778",70.9,"41,936",43.2,"443,444",74.7,"417,842",75.8,"78,968",90.7,"225,786",49.1,"225,776",49.1,"223,715",50.4,"216,906",51.9,"115,149",66.5,"59,952",75.9,41373,35.9,26748,44.6,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,12,12,11,3,4,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
07/27/2022,47037,30,Davidson County,TN,97.8,"521,262",75.1,"519,496",80.2,"500,345",84.3,"470,849",85.4,"84,759",95,"459,581",66.2,"459,437",70.9,"41,793",43.1,"443,187",74.6,"417,644",75.8,"78,938",90.7,"224,966",49,"224,956",49,"223,073",50.3,"216,388",51.8,"114,909",66.4,"59,862",75.8,40078,34.9,26009,43.4,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,12,12,11,3,4,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
07/20/2022,47037,29,Davidson County,TN,97.8,"520,407",75,"518,926",80.1,"499,941",84.2,"470,517",85.4,"84,704",95,"459,039",66.1,"458,962",70.8,"41,636",42.9,"442,807",74.6,"417,326",75.7,"78,868",90.6,"224,005",48.8,"223,996",48.8,"222,302",50.2,"215,748",51.7,"114,604",66.2,"59,726",75.7,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,12,12,11,3,4,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
07/13/2022,47037,28,Davidson County,TN,97.8,"519,516",74.8,"518,341",80,"499,514",84.1,"470,166",85.3,"84,673",95,"458,574",66.1,"458,531",70.7,"41,497",42.8,"442,463",74.5,"417,034",75.7,"78,819",90.6,"223,131",48.7,"223,122",48.7,"221,606",50.1,"215,177",51.6,"114,300",66.1,"59,603",75.6,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,12,12,11,3,4,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
07/06/2022,47037,27,Davidson County,TN,97.8,"518,691",74.7,"517,895",79.9,"499,166",84.1,"469,865",85.3,"84,639",95,"458,211",66,"458,173",70.7,"41,383",42.6,"442,188",74.5,"416,790",75.6,"78,786",90.5,"222,410",48.5,"222,403",48.5,"221,048",50,"214,720",51.5,"114,085",66,"59,525",75.6,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,12,12,11,3,4,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
06/29/2022,47037,26,Davidson County,TN,97.8,"518,072",74.6,"517,566",79.9,"498,916",84,"469,657",85.2,"84,612",95,"457,947",66,"457,909",70.7,"41,307",42.6,"441,973",74.4,"416,602",75.6,"78,758",90.5,"221,856",48.4,,,"220,602",49.9,"214,351",51.5,"113,928",66,"59,461",75.5,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
06/22/2022,47037,25,Davidson County,TN,97.8,"517,166",74.5,"517,058",79.8,"498,534",84,"469,311",85.2,"84,556",95,"457,561",65.9,"457,527",70.6,"41,135",42.4,"441,710",74.4,"416,392",75.6,"78,689",90.4,"220,684",48.2,,,"219,612",49.7,"213,486",51.3,"113,603",65.8,"59,335",75.4,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
06/16/2022,47037,24,Davidson County,TN,97.8,"516,793",74.5,"516,686",79.7,"498,241",83.9,"469,042",85.1,"84,516",95,"457,258",65.9,"457,225",70.5,"41,058",42.3,"441,462",74.3,"416,167",75.5,"78,645",90.4,"219,952",48.1,,,"219,042",49.6,"213,010",51.2,"113,384",65.7,"59,239",75.3,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
06/15/2022,47037,24,Davidson County,TN,97.8,"516,726",74.4,"516,619",79.7,"498,182",83.9,"468,988",85.1,"84,509",95,"457,185",65.9,"457,152",70.5,"41,040",42.3,"441,404",74.3,"416,112",75.5,"78,637",90.4,"219,811",48.1,,,"218,919",49.6,"212,902",51.2,"113,332",65.7,"59,216",75.3,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
06/14/2022,47037,24,Davidson County,TN,97.8,"516,648",74.4,"516,541",79.7,"498,121",83.9,"468,939",85.1,"84,503",95,"457,127",65.9,"457,094",70.5,"41,021",42.3,"441,361",74.3,"416,073",75.5,"78,633",90.4,"219,710",48.1,,,"218,834",49.6,"212,834",51.2,"113,305",65.7,"59,203",75.3,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
06/13/2022,47037,24,Davidson County,TN,97.8,"516,490",74.4,"516,385",79.7,"497,997",83.9,"468,823",85.1,"84,486",95,"456,967",65.8,"456,936",70.5,"40,982",42.2,"441,230",74.3,"415,954",75.5,"78,611",90.3,"219,371",48,,,"218,562",49.5,"212,590",51.1,"113,192",65.6,"59,158",75.3,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
06/12/2022,47037,24,Davidson County,TN,97.8,"516,487",74.4,"516,382",79.7,"497,994",83.9,"468,820",85.1,"84,486",95,"456,965",65.8,"456,934",70.5,"40,981",42.2,"441,229",74.3,"415,953",75.5,"78,611",90.3,"219,371",48,,,"218,562",49.5,"212,590",51.1,"113,192",65.6,"59,158",75.3,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
06/11/2022,47037,23,Davidson County,TN,97.8,"516,480",74.4,"516,375",79.7,"497,987",83.9,"468,813",85.1,"84,485",95,"456,962",65.8,"456,931",70.5,"40,981",42.2,"441,226",74.3,"415,950",75.5,"78,611",90.3,"219,367",48,,,"218,558",49.5,"212,586",51.1,"113,191",65.6,"59,158",75.3,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
06/10/2022,47037,23,Davidson County,TN,97.8,"516,380",74.4,"516,275",79.7,"497,912",83.9,"468,748",85.1,"84,481",95,"456,892",65.8,"456,861",70.5,"40,959",42.2,"441,170",74.3,"415,902",75.5,"78,601",90.3,"219,240",48,,,"218,455",49.5,"212,501",51.1,"113,151",65.6,"59,144",75.2,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
06/09/2022,47037,23,Davidson County,TN,97.8,"516,316",74.4,"516,211",79.6,"497,863",83.8,"468,707",85.1,"84,474",95,"456,820",65.8,"456,789",70.5,"40,936",42.2,"441,111",74.3,"415,853",75.5,"78,594",90.3,"219,106",48,,,"218,340",49.5,"212,403",51.1,"113,107",65.6,"59,126",75.2,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
06/08/2022,47037,23,Davidson County,TN,97.8,"516,206",74.4,"516,101",79.6,"497,783",83.8,"468,643",85,"84,468",95,"456,722",65.8,"456,691",70.5,"40,897",42.1,"441,038",74.3,"415,794",75.5,"78,584",90.3,"218,897",47.9,,,"218,195",49.5,"212,288",51.1,"113,059",65.6,"59,106",75.2,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
06/07/2022,47037,23,Davidson County,TN,97.8,"516,100",74.4,"515,996",79.6,"497,692",83.8,"468,558",85,"84,458",95,"456,609",65.8,"456,578",70.4,"40,875",42.1,"440,943",74.3,"415,703",75.4,"78,573",90.3,"218,765",47.9,,,"218,100",49.5,"212,211",51,"113,021",65.6,"59,089",75.2,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
06/06/2022,47037,23,Davidson County,TN,97.8,"515,962",74.3,"515,858",79.6,"497,574",83.8,"468,457",85,"84,441",95,"456,450",65.8,"456,419",70.4,"40,832",42.1,"440,813",74.2,"415,587",75.4,"78,549",90.3,"218,386",47.8,,,"217,815",49.4,"211,981",51,"112,916",65.5,"59,052",75.2,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
06/05/2022,47037,23,Davidson County,TN,97.8,"515,955",74.3,"515,851",79.6,"497,567",83.8,"468,450",85,"84,437",95,"456,450",65.8,"456,419",70.4,"40,832",42.1,"440,813",74.2,"415,587",75.4,"78,549",90.3,"218,385",47.8,,,"217,814",49.4,"211,980",51,"112,916",65.5,"59,052",75.2,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
06/04/2022,47037,22,Davidson County,TN,97.8,"515,944",74.3,"515,840",79.6,"497,556",83.8,"468,440",85,"84,434",95,"456,448",65.8,"456,417",70.4,"40,832",42.1,"440,811",74.2,"415,585",75.4,"78,547",90.3,"218,384",47.8,,,"217,813",49.4,"211,979",51,"112,916",65.5,"59,052",75.2,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
06/03/2022,47037,22,Davidson County,TN,97.8,"515,839",74.3,"515,736",79.6,"497,476",83.8,"468,369",85,"84,430",95,"456,349",65.7,"456,318",70.4,"40,804",42,"440,730",74.2,"415,514",75.4,"78,531",90.2,"218,172",47.8,,,"217,657",49.4,"211,848",51,"112,845",65.5,"59,018",75.2,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
06/02/2022,47037,22,Davidson County,TN,97.8,"515,733",74.3,"515,631",79.6,"497,387",83.8,"468,289",85,"84,422",95,"456,260",65.7,"456,229",70.4,"40,780",42,"440,655",74.2,"415,449",75.4,"78,522",90.2,"217,959",47.8,,,"217,491",49.4,"211,702",51,"112,778",65.5,"58,986",75.1,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
06/01/2022,47037,22,Davidson County,TN,97.8,"515,672",74.3,"515,571",79.5,"497,347",83.8,"468,255",85,"84,418",95,"456,195",65.7,"456,164",70.4,"40,753",42,"440,607",74.2,"415,411",75.4,"78,513",90.2,"217,792",47.7,,,"217,382",49.3,"211,610",50.9,"112,730",65.4,"58,961",75.1,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
05/31/2022,47037,22,Davidson County,TN,97.8,"515,447",74.3,"515,348",79.5,"497,161",83.7,"468,088",84.9,"84,389",95,"455,876",65.7,"455,845",70.3,"40,611",41.8,"440,389",74.2,"415,234",75.4,"78,484",90.2,"217,212",47.6,,,"216,929",49.3,"211,219",50.9,"112,537",65.4,"58,878",75,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
05/30/2022,47037,22,Davidson County,TN,97.8,"515,443",74.3,"515,344",79.5,"497,157",83.7,"468,084",84.9,"84,387",95,"455,876",65.7,"455,845",70.3,"40,611",41.8,"440,389",74.2,"415,234",75.4,"78,484",90.2,"217,212",47.6,,,"216,929",49.3,"211,219",50.9,"112,537",65.4,"58,878",75,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
05/29/2022,47037,22,Davidson County,TN,97.8,"515,442",74.3,"515,343",79.5,"497,156",83.7,"468,083",84.9,"84,387",95,"455,876",65.7,"455,845",70.3,"40,611",41.8,"440,389",74.2,"415,234",75.4,"78,484",90.2,"217,212",47.6,,,"216,929",49.3,"211,219",50.9,"112,537",65.4,"58,878",75,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
05/28/2022,47037,21,Davidson County,TN,97.8,"515,437",74.3,"515,338",79.5,"497,151",83.7,"468,078",84.9,"84,385",95,"455,875",65.7,"455,844",70.3,"40,611",41.8,"440,388",74.2,"415,233",75.4,"78,484",90.2,"217,211",47.6,,,"216,928",49.3,"211,218",50.9,"112,536",65.4,"58,878",75,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
05/27/2022,47037,21,Davidson County,TN,97.8,"515,354",74.2,"515,255",79.5,"497,086",83.7,"468,020",84.9,"84,375",95,"455,777",65.7,"455,746",70.3,"40,585",41.8,"440,304",74.2,"415,161",75.3,"78,468",90.2,"217,057",47.6,,,"216,789",49.2,"211,090",50.8,"112,463",65.3,"58,843",75,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
05/26/2022,47037,21,Davidson County,TN,97.8,"515,233",74.2,"515,136",79.5,"496,982",83.7,"467,923",84.9,"84,356",95,"455,635",65.6,"455,605",70.3,"40,558",41.8,"440,180",74.1,"415,047",75.3,"78,444",90.1,"216,775",47.6,,,"216,549",49.2,"210,867",50.8,"112,342",65.3,"58,778",74.9,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
05/25/2022,47037,21,Davidson County,TN,97.8,"515,122",74.2,"515,025",79.5,"496,904",83.7,"467,857",84.9,"84,346",95,"455,543",65.6,"455,513",70.3,"40,532",41.8,"440,107",74.1,"414,981",75.3,"78,434",90.1,"216,557",47.5,,,"216,359",49.2,"210,709",50.8,"112,274",65.2,"58,746",74.9,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
05/24/2022,47037,21,Davidson County,TN,97.8,"515,016",74.2,"514,919",79.4,"496,842",83.7,"467,800",84.9,"84,338",95,"455,479",65.6,"455,449",70.3,"40,516",41.7,"440,054",74.1,"414,933",75.3,"78,423",90.1,"216,393",47.5,,,"216,222",49.1,"210,590",50.8,"112,213",65.2,"58,719",74.9,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
05/23/2022,47037,21,Davidson County,TN,97.8,"514,687",74.1,"514,591",79.4,"496,559",83.6,"467,536",84.8,"84,304",95,"455,243",65.6,"455,214",70.2,"40,465",41.7,"439,860",74.1,"414,749",75.3,"78,378",90.1,"215,882",47.4,,,"215,779",49.1,"210,188",50.7,"111,990",65.1,"58,623",74.8,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
05/22/2022,47037,21,Davidson County,TN,97.8,"514,683",74.1,"514,587",79.4,"496,556",83.6,"467,533",84.8,"84,303",95,"455,241",65.6,"455,212",70.2,"40,465",41.7,"439,858",74.1,"414,747",75.3,"78,377",90.1,"215,881",47.4,,,"215,778",49.1,"210,187",50.7,"111,989",65.1,"58,622",74.8,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
05/21/2022,47037,20,Davidson County,TN,97.8,"514,679",74.1,"514,583",79.4,"496,552",83.6,"467,529",84.8,"84,301",95,"455,240",65.6,"455,211",70.2,"40,465",41.7,"439,857",74.1,"414,746",75.3,"78,376",90.1,"215,880",47.4,,,"215,777",49.1,"210,186",50.7,"111,988",65.1,"58,621",74.8,,,,,C,11,11,11,11,11,12,Metro,3,3,3,3,3,4,11,11,12,11,3,3,4,3,"694,144","648,128","97,057","593,793","551,071","87,023"
